mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
-0.0017263314447592112,0.008327563739376771,-0.019249048158640206,0.03559075980076981,0.037814839717918027,0.0501788019997571,0.46195200000000003,0.360475000000001,0.5392509999999997,162,171,210,3
