mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
0.0021858895434462436,9.108983799703318e-06,0.0018616509572901298,0.029240243523419193,0.024412234298285082,0.04437688054081255,0.36822200000000027,0.37493900000000124,0.39050100000000043,331,325,307,5
