mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
-0.0033726599999999995,-0.004249397500000001,-0.00192184250000006,0.04136033937601816,0.060383738431836954,0.07681855259387345,0.46954999999999947,0.7170379999999987,0.7700119999999999,234,206,197,2
0.0023346170798898068,0.0017114793388429837,0.007124,0.04396630952552356,0.07267470356268746,0.09956743098176497,0.39361599999999974,0.9615999999999971,0.8313719999999998,182,188,158,2
-0.0033677390243902422,-0.0018289902439024392,-0.0006330536585366011,0.04649019943661547,0.060237859572878735,0.1114055485602788,0.4911179999999997,0.6769409999999993,1.2768919999999997,225,215,262,2
0.0013796431372549013,-0.005543831372549019,4.54901960783985e-06,0.05715983572859273,0.09594001150706352,0.1515761153074022,0.5287350000000002,1.1482369999999982,1.6805830000000002,126,149,133,3
-0.0004486017441860481,-0.005497459302325581,0.0027934854651162763,0.05253729862463935,0.06465822773831623,0.11999820060559731,0.5657139999999998,0.8155989999999989,1.4318449999999996,207,198,156,3
0.0017137536945812802,-0.006555270935960597,-0.0024696059113300584,0.04811284843240148,0.04848191107839377,0.10931502980962038,0.3456720000000004,0.6050879999999985,1.304854,173,236,224,3
-0.0010387993311036794,0.006922555183946488,0.0024517424749163903,0.009695816518119717,0.021555565093058244,0.007549952886776468,0.065585,0.21146300000000018,0.053069999999998174,139,132,147,4
-0.0016100636704119847,0.004747415730337084,0.0006199288389513109,0.012259056296798751,0.016148275573902294,0.012125970887982937,0.16447900000000026,0.13115799999999922,0.1301300000000012,130,114,126,4
-0.0018608787878787883,0.00351477922077922,-0.0004902857142857134,0.009049152374886958,0.00868236670802114,0.006883161755608019,0.06625100000000006,0.051311000000000107,0.041590000000001126,100,116,112,4
-0.002862591695501726,0.00469629757785467,-0.0008155605536332166,0.04361498343367554,0.04901797119761416,0.025937345295069726,0.44626999999999994,0.5212189999999985,0.2858099999999988,301,248,298,4
-0.0017018011257035634,0.0020712814258911803,-0.000652429643527204,0.03841194602070312,0.04407480281194025,0.01859340820153717,0.4601359999999999,0.6364849999999986,0.1246179999999999,248,280,288,4
0.00323737909836066,-0.0003542192622950799,-0.0009086598360655703,0.042568431580300145,0.05184430609241454,0.04272947231524403,0.44854599999999994,0.48277000000000037,0.5748500000000001,201,283,249,4
0.008767936170212766,-0.0013512907801418513,0.0004748770685579072,0.03148375457201709,0.044487876353746916,0.07280964332754085,0.2707259999999989,0.3752720000000025,0.6505480000000001,212,258,225,5
0.0034116060606060633,-0.002835871794871801,-0.0001056946386946623,0.04557549079539439,0.041706654875279366,0.08363614453482623,0.44221799999999867,0.42173700000000025,0.9266199999999999,207,209,233,5
-0.004988953125000001,0.0008700714285714284,0.0036995044642857294,0.037646599036419794,0.03801640964526141,0.08969214774505359,0.2560020000000005,0.38697199999999654,0.9293959999999999,224,220,194,5
0.0020732746031746027,-0.0019070301587301546,-0.0014121587301587388,0.021397155132574286,0.042809554881399293,0.039896183004124765,0.29528400000000055,0.5541209999999985,0.48467800000000016,261,385,311,6
0.0008761252699784017,-0.004600285097192225,-0.006397161987041056,0.03463216801106011,0.04414194904166937,0.046803878832605485,0.4739720000000007,0.46798000000000073,0.4709449999999997,234,272,284,6
-0.00011624036697247775,-0.002469937614678903,0.0002656440366972477,0.033465941280500844,0.041142136254827474,0.04200251792214242,0.42172100000000023,0.3629770000000043,0.7171890000000003,287,312,276,6
