mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
0.0035888024691358034,-0.002648331275720168,0.0037935637860082474,0.03383945194260387,0.04491270661825094,0.06294619916091518,0.4651930000000002,0.7420189999999991,0.7016920000000002,244,221,229,4
