mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
-0.0016100636704119847,0.004747415730337084,0.0006199288389513109,0.012259056296798751,0.016148275573902294,0.012125970887982937,0.16447900000000026,0.13115799999999922,0.1301300000000012,130,114,126,1
